,seqdist,RMSD
0,2.987445788632732,1.3852569415665141
1,3.7676329605113,1.7055636137588064
2,2.043369093814197,1.6089825942809788
3,1.7091988130563796,1.3812836717778694
4,1.7763067792741394,1.0680066307501033
5,2.32914859621091,1.450968711147949
6,5.039488701209769,3.885054910899298
7,1.282812143346269,0.9237463738085374
8,0.7619265007989042,0.681376916701202
9,1.9675873088336007,1.432019270617489
10,2.0725861675416586,1.599507874015749
11,2.8984250171193793,2.2813820969747214
12,1.9456745035380052,1.4613603398259425
13,0.08217301985848031,0.6450062163282224
14,5.197443506048848,2.0087546622461656
15,3.3654416799817404,2.538727724823871
16,4.699840219128053,1.5778077082469952
17,0.019630221410637153,0.36534915043514204
18,2.5861675416571575,2.0869975134687118
19,1.8708057521113908,1.4628885205138833
20,2.4985163204747782,2.142012018234562
21,2.320931294225064,1.8764142146705358
22,1.8858708057521114,1.6429082055532527
23,2.955946131020315,3.0677838789888128
24,5.888153389637069,4.103584749274764
25,5.777676329605113,3.5329620803978448
26,1.411093357680896,0.9659241607956903
27,0.058434147454920315,0.6275849564857028
28,1.234421364985164,1.7031185246581024
29,4.812143346267976,1.4512743472855367
30,2.6395800045651674,1.7177890592623286
31,0.3574526363843864,0.9075476585163691
32,3.5252225519287843,3.3321591380024884
33,3.838393060944989,2.254486116866972
34,2.9175987217530253,1.5013986738499792
35,2.1136726774708974,2.341592416079571
36,4.519059575439398,2.0121166597596347
37,2.557406984706687,1.434464359718193
38,4.851860305866242,2.6093296726067154
39,1.8379365441679976,1.6734718193120595
40,2.572928555124401,1.3928978450062157
41,0.07212965076466488,0.9796777869871529
42,1.6347865784067566,1.1920949026108576
43,2.5907327094270713,1.6196798590965602
44,2.3889522939968035,1.6716380024865307
45,2.609449897283726,1.0744249896394535
46,0.04291257703720601,0.7816255698300862
47,0.7532526820360648,0.3943845835060096
48,0.31317050901620697,0.41394529631164534
49,2.0570645971239445,1.4534138002486532
50,1.4215932435516998,0.9008236634894327
51,1.60054782013239,0.9002123912142552
52,1.1143574526363855,1.3473580605055955
53,3.682264323213879,2.7068276004973066
54,0.8655558091759888,1.0677009946125153
55,2.2373887240356076,1.97666286779942
56,0.7025793197900017,0.6355314960629923
57,5.3316594384843645,0.9362774554496471
58,0.039260442821274305,0.7932397430584326
59,2.8797078292627245,1.4240727310401995
60,4.997945674503539,2.3272275176129313
61,3.3480940424560615,2.427170534604228
62,0.39032184432777955,0.5331433899709899
63,5.549417941109335,2.5619560712805636
64,1.1362702579319783,1.0970420638209706
65,1.1632047477744816,0.9161054703688358
66,3.176443734307235,2.709883961873188
67,3.434832230084456,0.7348632407791134
68,2.9545765806893414,1.996223580605056
69,1.478657840675644,1.0221612101118933
70,0.8920337822414982,0.5349772067965184
71,3.52157041771285,1.1285225859925405
72,3.168226432321389,1.1927061748860348
73,0.10682492581602519,0.3772689598010779
74,1.2293996804382563,1.3060971819312062
75,2.165259073270943,2.2043617903025297
76,0.8988815338963705,0.7681775797762116
77,2.5916457429810538,1.3345213427268963
78,3.7799589134900713,1.0029061334438456
79,1.9114357452636386,1.157863655200994
80,2.785208856425473,1.3232128056361379
81,0.35699611960739525,0.5640126398673841
82,1.9420223693220735,1.598285329465396
83,0.10089020771513518,1.1551129299627023
84,1.4051586395800058,0.5918255283878988
85,2.4195389180552382,1.4335474513054296
86,0.9509244464734071,0.5621788230418574
87,5.665373202465191,4.229201201823458
88,0.3058662405843409,0.5200010360547029
89,0.03149965761241715,0.27763157894736906
90,2.8185345811458573,1.2458868628263564
91,0.04382561059119088,0.8931827600497311
92,1.878566537320248,1.59125569830087
93,1.4088107737959374,0.7018545379196028
94,3.3421593243551717,1.8125362619146292
95,2.375256790687059,1.3589722337339418
96,4.407669481853459,1.6765281806879408
97,1.6402647797306553,1.2309106920845427
98,2.798447842958229,0.9335267302113555
99,4.2748230997489145,1.4518856195607124
100,1.9899566309061871,1.2168514297554907
101,2.2236932207258633,1.0221612101118933
102,0.6582971924218222,0.7804030252797352
103,0.09541200639123633,0.8638416908412756
104,5.594156585254509,2.732501036054705
105,2.306322757361332,2.112059676750931
106,4.288975119835653,2.7089670534604244
107,0.6363843871262268,0.5374222958972241
108,4.481168682949099,1.4741970576046417
109,1.142661492809862,0.8580346042271025
110,0.9153161378680671,1.3128211769581426
111,1.5179182834969185,1.024911935350187
112,5.961196073955717,3.548855159552427
113,2.06117324811687,1.0606713634479894
114,3.392832686601232,1.6734718193120595
115,0.5423419310659664,1.0881786158309161
